Customer_ID,Signup_Date,Plan,Monthly_Fee,Region,Acquisition_Channel,Status,Tenure_Months,Churn_Date,Churn_Reason,Signup_Cohort
CUST01932,2023-11-17,Premium,999,West,Paid Ads,Churned,6,2024-05-15,Found alternative,2023-11
CUST01933,2024-04-23,Standard,599,West,Paid Ads,Active,8,,,2024-04
CUST01934,2023-08-20,Basic,299,West,Organic,Active,16,,,2023-08
CUST01935,2023-01-04,Premium,999,West,Social Media,Active,24,,,2023-01
CUST01936,2024-03-10,Basic,299,West,Paid Ads,Churned,6,2024-09-06,Technical issues,2024-03
CUST01937,2023-05-24,Premium,999,West,Organic,Active,19,,,2023-05
CUST01938,2024-09-16,Premium,999,East,Referral,Active,3,,,2024-09
CUST01939,2023-07-08,Standard,599,South,Paid Ads,Churned,7,2024-02-03,Price too high,2023-07
CUST01940,2024-02-06,Basic,299,North,Referral,Churned,7,2024-09-03,Price too high,2024-02
CUST01941,2024-06-25,Basic,299,South,Referral,Active,6,,,2024-06
CUST01942,2023-07-14,Standard,599,South,Referral,Churned,3,2023-10-12,Price too high,2023-07
CUST01943,2023-04-20,Basic,299,West,Social Media,Churned,2,2023-06-19,Technical issues,2023-04
CUST01944,2023-08-15,Basic,299,South,Referral,Active,16,,,2023-08
CUST01945,2023-07-03,Standard,599,East,Referral,Churned,13,2024-07-27,Poor support experience,2023-07
CUST01946,2023-09-09,Basic,299,North,Referral,Churned,14,2024-11-02,Technical issues,2023-09
CUST01947,2024-09-06,Premium,999,South,Organic,Active,3,,,2024-09
CUST01948,2024-06-21,Basic,299,North,Organic,Active,6,,,2024-06
CUST01949,2023-04-22,Premium,999,North,Referral,Active,20,,,2023-04
CUST01950,2024-08-07,Standard,599,West,Social Media,Active,4,,,2024-08
CUST01951,2024-03-30,Premium,999,North,Referral,Active,9,,,2024-03
CUST01952,2024-07-11,Basic,299,North,Social Media,Active,5,,,2024-07
CUST01953,2024-02-16,Standard,599,South,Social Media,Active,10,,,2024-02
CUST01954,2024-11-27,Premium,999,West,Referral,Active,1,,,2024-11
CUST01955,2023-09-04,Basic,299,North,Referral,Active,16,,,2023-09
CUST01956,2023-12-12,Standard,599,West,Organic,Churned,4,2024-04-10,Price too high,2023-12
CUST01957,2024-11-28,Standard,599,East,Paid Ads,Active,1,,,2024-11
CUST01958,2024-11-10,Standard,599,East,Social Media,Active,1,,,2024-11
CUST01959,2024-02-24,Standard,599,South,Social Media,Churned,7,2024-09-21,Found alternative,2024-02
CUST01960,2023-04-17,Premium,999,South,Referral,Churned,10,2024-02-11,Price too high,2023-04
CUST01961,2023-05-10,Premium,999,West,Referral,Active,20,,,2023-05
CUST01962,2024-08-31,Standard,599,North,Paid Ads,Active,4,,,2024-08
CUST01963,2023-04-24,Standard,599,West,Referral,Active,20,,,2023-04
CUST01964,2023-12-09,Standard,599,South,Paid Ads,Churned,6,2024-06-06,Poor support experience,2023-12
CUST01965,2023-10-03,Standard,599,North,Referral,Churned,5,2024-03-01,Technical issues,2023-10
CUST01966,2024-06-21,Basic,299,North,Organic,Active,6,,,2024-06
CUST01967,2024-04-08,Basic,299,North,Paid Ads,Churned,3,2024-07-07,Found alternative,2024-04
CUST01968,2024-01-10,Premium,999,South,Paid Ads,Active,11,,,2024-01
CUST01969,2024-02-08,Standard,599,West,Paid Ads,Churned,10,2024-12-04,Found alternative,2024-02
CUST01970,2024-10-28,Standard,599,West,Organic,Active,2,,,2024-10
CUST01971,2023-10-25,Basic,299,South,Referral,Active,14,,,2023-10
CUST01972,2023-12-18,Standard,599,West,Organic,Churned,11,2024-11-12,Price too high,2023-12
CUST01973,2023-02-17,Basic,299,East,Paid Ads,Churned,13,2024-03-13,Price too high,2023-02
CUST01974,2024-08-16,Basic,299,East,Paid Ads,Churned,3,2024-11-14,Poor support experience,2024-08
CUST01975,2024-04-23,Basic,299,East,Paid Ads,Active,8,,,2024-04
CUST01976,2024-11-27,Basic,299,South,Paid Ads,Active,1,,,2024-11
CUST01977,2024-09-04,Basic,299,South,Paid Ads,Churned,1,2024-10-04,Poor support experience,2024-09
CUST01978,2023-06-18,Premium,999,West,Organic,Churned,6,2023-12-15,Missing features,2023-06
CUST01979,2023-10-27,Basic,299,South,Paid Ads,Churned,6,2024-04-24,Price too high,2023-10
CUST01980,2024-03-02,Basic,299,South,Organic,Active,10,,,2024-03
CUST01981,2024-09-30,Basic,299,East,Organic,Active,3,,,2024-09
CUST01982,2023-03-01,Premium,999,West,Organic,Active,22,,,2023-03
CUST01983,2024-03-03,Standard,599,North,Organic,Churned,8,2024-10-29,Price too high,2024-03
CUST01984,2024-07-21,Standard,599,South,Social Media,Churned,3,2024-10-19,Missing features,2024-07
CUST01985,2024-07-04,Standard,599,West,Paid Ads,Active,6,,,2024-07
CUST01986,2024-06-15,Basic,299,South,Organic,Active,6,,,2024-06
CUST01987,2024-11-29,Basic,299,West,Organic,Active,1,,,2024-11
CUST01988,2023-02-25,Standard,599,West,Paid Ads,Churned,17,2024-07-19,Price too high,2023-02
CUST01989,2023-07-26,Basic,299,South,Social Media,Churned,8,2024-03-22,Found alternative,2023-07
CUST01990,2023-05-19,Premium,999,West,Organic,Active,19,,,2023-05
CUST01991,2024-04-10,Basic,299,East,Social Media,Active,8,,,2024-04
CUST01992,2023-07-11,Standard,599,East,Social Media,Churned,16,2024-11-02,Found alternative,2023-07
CUST01993,2023-06-17,Standard,599,East,Organic,Active,18,,,2023-06
CUST01994,2023-11-28,Standard,599,East,Paid Ads,Churned,4,2024-03-27,Found alternative,2023-11
CUST01995,2023-11-09,Premium,999,North,Organic,Active,13,,,2023-11
CUST01996,2023-08-07,Basic,299,North,Paid Ads,Churned,7,2024-03-04,Missing features,2023-08
CUST01997,2024-10-03,Basic,299,West,Paid Ads,Active,2,,,2024-10
CUST01998,2024-11-19,Basic,299,South,Organic,Churned,1,2024-12-19,Technical issues,2024-11
CUST01999,2023-09-26,Premium,999,South,Organic,Active,15,,,2023-09
CUST02000,2023-04-04,Standard,599,North,Organic,Active,21,,,2023-04
CUST02001,2024-02-10,Basic,299,West,Organic,Active,10,,,2024-02
CUST02002,2023-03-10,Standard,599,West,Referral,Churned,3,2023-06-08,Price too high,2023-03
CUST02003,2023-05-21,Basic,299,East,Organic,Churned,10,2024-03-16,Price too high,2023-05
CUST02004,2023-08-31,Basic,299,North,Organic,Churned,3,2023-11-29,Not using enough,2023-08
CUST02005,2023-10-01,Standard,599,North,Paid Ads,Churned,10,2024-07-27,Poor support experience,2023-10
CUST02006,2023-03-20,Standard,599,East,Organic,Active,21,,,2023-03
CUST02007,2024-02-14,Standard,599,West,Organic,Active,10,,,2024-02
CUST02008,2023-11-28,Standard,599,East,Organic,Active,13,,,2023-11
CUST02009,2024-10-06,Basic,299,South,Organic,Active,2,,,2024-10
CUST02010,2023-03-09,Premium,999,West,Paid Ads,Churned,12,2024-03-03,Found alternative,2023-03
CUST02011,2023-12-22,Basic,299,West,Referral,Churned,5,2024-05-20,Price too high,2023-12
CUST02012,2023-09-08,Premium,999,North,Referral,Active,16,,,2023-09
CUST02013,2024-07-21,Basic,299,North,Referral,Churned,2,2024-09-19,Price too high,2024-07
CUST02014,2023-10-29,Basic,299,North,Organic,Churned,2,2023-12-28,Found alternative,2023-10
CUST02015,2024-03-12,Premium,999,East,Paid Ads,Churned,3,2024-06-10,Not using enough,2024-03
CUST02016,2024-11-28,Standard,599,South,Organic,Active,1,,,2024-11
CUST02017,2023-12-30,Basic,299,South,Organic,Churned,4,2024-04-28,Price too high,2023-12
CUST02018,2024-08-08,Basic,299,South,Paid Ads,Active,4,,,2024-08
CUST02019,2023-03-29,Premium,999,South,Organic,Churned,5,2023-08-26,Price too high,2023-03
CUST02020,2023-04-12,Basic,299,West,Paid Ads,Churned,1,2023-05-12,Not using enough,2023-04
CUST02021,2023-07-07,Premium,999,South,Social Media,Churned,13,2024-07-31,Price too high,2023-07
CUST02022,2023-11-08,Basic,299,North,Paid Ads,Churned,2,2024-01-07,Price too high,2023-11
CUST02023,2024-07-13,Standard,599,South,Paid Ads,Churned,5,2024-12-10,Missing features,2024-07
CUST02024,2024-03-18,Premium,999,West,Paid Ads,Active,9,,,2024-03
CUST02025,2023-06-10,Standard,599,North,Referral,Churned,9,2024-03-06,Not using enough,2023-06
CUST02026,2024-01-19,Basic,299,West,Social Media,Active,11,,,2024-01
CUST02027,2024-02-05,Basic,299,West,Paid Ads,Churned,4,2024-06-04,Not using enough,2024-02
CUST02028,2024-08-11,Basic,299,North,Paid Ads,Active,4,,,2024-08
CUST02029,2023-07-11,Standard,599,South,Referral,Active,17,,,2023-07
CUST02030,2024-06-09,Basic,299,North,Organic,Churned,6,2024-12-06,Price too high,2024-06
CUST02031,2024-09-17,Basic,299,South,Organic,Active,3,,,2024-09
CUST02032,2024-03-06,Basic,299,North,Referral,Active,10,,,2024-03
CUST02033,2023-09-27,Standard,599,North,Referral,Churned,14,2024-11-20,Found alternative,2023-09
CUST02034,2023-02-08,Standard,599,East,Paid Ads,Churned,1,2023-03-10,Missing features,2023-02
CUST02035,2024-02-18,Basic,299,East,Organic,Churned,1,2024-03-19,Price too high,2024-02
CUST02036,2023-02-22,Premium,999,West,Referral,Active,22,,,2023-02
CUST02037,2024-08-12,Standard,599,North,Paid Ads,Active,4,,,2024-08
CUST02038,2024-09-07,Premium,999,East,Social Media,Active,3,,,2024-09
CUST02039,2023-01-28,Standard,599,South,Referral,Churned,6,2023-07-27,Technical issues,2023-01
CUST02040,2023-04-03,Standard,599,East,Organic,Churned,9,2023-12-29,Missing features,2023-04
CUST02041,2024-03-11,Basic,299,West,Referral,Active,9,,,2024-03
CUST02042,2024-01-24,Basic,299,West,Referral,Active,11,,,2024-01
CUST02043,2024-09-26,Premium,999,West,Paid Ads,Churned,3,2024-12-25,Technical issues,2024-09
CUST02044,2024-01-27,Standard,599,South,Organic,Churned,10,2024-11-22,Technical issues,2024-01
CUST02045,2023-03-11,Basic,299,North,Social Media,Churned,4,2023-07-09,Missing features,2023-03
CUST02046,2023-09-22,Basic,299,South,Organic,Churned,10,2024-07-18,Technical issues,2023-09
CUST02047,2023-02-19,Premium,999,West,Paid Ads,Churned,8,2023-10-17,Not using enough,2023-02
CUST02048,2024-01-27,Standard,599,South,Social Media,Active,11,,,2024-01
CUST02049,2024-09-23,Basic,299,West,Paid Ads,Active,3,,,2024-09
CUST02050,2023-10-05,Standard,599,South,Organic,Active,15,,,2023-10
CUST02051,2024-05-16,Standard,599,West,Paid Ads,Churned,2,2024-07-15,Not using enough,2024-05
CUST02052,2023-10-08,Basic,299,West,Paid Ads,Churned,1,2023-11-07,Poor support experience,2023-10
CUST02053,2023-11-14,Premium,999,West,Organic,Active,13,,,2023-11
CUST02054,2023-06-17,Standard,599,South,Organic,Churned,2,2023-08-16,Found alternative,2023-06
CUST02055,2024-04-02,Standard,599,East,Paid Ads,Active,9,,,2024-04
CUST02056,2023-08-11,Basic,299,North,Social Media,Churned,10,2024-06-06,Price too high,2023-08
CUST02057,2023-04-04,Premium,999,North,Referral,Active,21,,,2023-04
CUST02058,2023-08-09,Basic,299,North,Organic,Churned,13,2024-09-02,Not using enough,2023-08
CUST02059,2023-02-15,Premium,999,North,Paid Ads,Active,22,,,2023-02
CUST02060,2023-11-06,Standard,599,West,Social Media,Active,14,,,2023-11
CUST02061,2024-05-06,Basic,299,North,Paid Ads,Active,7,,,2024-05
CUST02062,2023-05-31,Premium,999,West,Organic,Churned,14,2024-07-24,Not using enough,2023-05
CUST02063,2023-02-01,Basic,299,West,Paid Ads,Churned,1,2023-03-03,Found alternative,2023-02
CUST02064,2023-08-26,Premium,999,South,Referral,Active,16,,,2023-08
CUST02065,2024-09-28,Standard,599,North,Referral,Active,3,,,2024-09
CUST02066,2024-10-21,Basic,299,South,Organic,Active,2,,,2024-10
CUST02067,2023-06-24,Basic,299,East,Paid Ads,Churned,3,2023-09-22,Not using enough,2023-06
CUST02068,2023-05-09,Basic,299,South,Organic,Churned,7,2023-12-05,Price too high,2023-05
CUST02069,2024-11-26,Basic,299,East,Referral,Active,1,,,2024-11
CUST02070,2023-08-26,Standard,599,East,Social Media,Churned,1,2023-09-25,Price too high,2023-08
CUST02071,2023-06-14,Basic,299,West,Paid Ads,Churned,6,2023-12-11,Poor support experience,2023-06
CUST02072,2024-06-11,Premium,999,North,Paid Ads,Active,6,,,2024-06
CUST02073,2023-06-28,Basic,299,South,Organic,Churned,6,2023-12-25,Poor support experience,2023-06
CUST02074,2024-07-01,Standard,599,East,Organic,Churned,1,2024-07-31,Found alternative,2024-07
CUST02075,2023-02-25,Standard,599,East,Organic,Active,22,,,2023-02
CUST02076,2024-03-17,Premium,999,South,Paid Ads,Active,9,,,2024-03
CUST02077,2024-01-24,Premium,999,West,Referral,Active,11,,,2024-01
CUST02078,2024-02-27,Basic,299,South,Organic,Churned,5,2024-07-26,Not using enough,2024-02
CUST02079,2023-09-09,Standard,599,South,Organic,Active,15,,,2023-09
CUST02080,2023-11-21,Standard,599,South,Paid Ads,Active,13,,,2023-11
CUST02081,2023-02-24,Basic,299,South,Paid Ads,Churned,6,2023-08-23,Poor support experience,2023-02
CUST02082,2023-04-02,Premium,999,East,Referral,Active,21,,,2023-04
CUST02083,2023-05-02,Standard,599,East,Paid Ads,Churned,6,2023-10-29,Price too high,2023-05
CUST02084,2024-10-15,Basic,299,South,Paid Ads,Active,2,,,2024-10
CUST02085,2023-08-13,Standard,599,North,Referral,Churned,2,2023-10-12,Price too high,2023-08
CUST02086,2024-11-19,Basic,299,East,Social Media,Churned,1,2024-12-19,Price too high,2024-11
CUST02087,2023-07-15,Premium,999,North,Organic,Active,17,,,2023-07
CUST02088,2024-07-20,Standard,599,South,Referral,Active,5,,,2024-07
CUST02089,2023-02-12,Basic,299,South,Social Media,Active,22,,,2023-02
CUST02090,2024-09-15,Standard,599,South,Paid Ads,Churned,3,2024-12-14,Poor support experience,2024-09
CUST02091,2023-03-16,Standard,599,North,Organic,Churned,15,2024-06-08,Found alternative,2023-03
CUST02092,2024-11-15,Basic,299,South,Social Media,Active,1,,,2024-11
CUST02093,2023-04-29,Basic,299,West,Paid Ads,Churned,12,2024-04-23,Poor support experience,2023-04
CUST02094,2023-02-06,Premium,999,North,Organic,Active,23,,,2023-02
CUST02095,2024-03-31,Standard,599,North,Organic,Churned,9,2024-12-26,Missing features,2024-03
CUST02096,2023-05-18,Premium,999,South,Referral,Active,19,,,2023-05
CUST02097,2024-04-24,Standard,599,East,Paid Ads,Churned,7,2024-11-20,Price too high,2024-04
CUST02098,2023-12-24,Basic,299,West,Paid Ads,Churned,6,2024-06-21,Poor support experience,2023-12
CUST02099,2023-02-15,Standard,599,West,Referral,Active,22,,,2023-02
CUST02100,2023-10-06,Standard,599,South,Referral,Active,15,,,2023-10
CUST02101,2024-11-23,Standard,599,North,Organic,Active,1,,,2024-11
CUST02102,2024-11-19,Premium,999,West,Organic,Active,1,,,2024-11
CUST02103,2024-11-14,Basic,299,West,Social Media,Active,1,,,2024-11
CUST02104,2024-08-30,Premium,999,East,Social Media,Active,4,,,2024-08
CUST02105,2023-06-09,Premium,999,West,Organic,Active,19,,,2023-06
CUST02106,2024-01-10,Standard,599,South,Organic,Active,11,,,2024-01
CUST02107,2023-04-02,Basic,299,South,Referral,Churned,18,2024-09-23,Price too high,2023-04
CUST02108,2023-09-21,Basic,299,South,Social Media,Churned,10,2024-07-17,Not using enough,2023-09
CUST02109,2024-01-03,Basic,299,South,Social Media,Churned,12,2024-12-28,Price too high,2024-01
CUST02110,2024-02-09,Basic,299,South,Social Media,Churned,5,2024-07-08,Price too high,2024-02
CUST02111,2024-09-28,Premium,999,West,Organic,Active,3,,,2024-09
CUST02112,2024-01-05,Basic,299,South,Referral,Churned,7,2024-08-02,Missing features,2024-01
CUST02113,2024-01-18,Basic,299,South,Paid Ads,Churned,8,2024-09-14,Poor support experience,2024-01
CUST02114,2023-02-07,Basic,299,East,Referral,Active,23,,,2023-02
CUST02115,2024-09-15,Premium,999,North,Paid Ads,Active,3,,,2024-09
CUST02116,2024-08-17,Basic,299,East,Organic,Active,4,,,2024-08
CUST02117,2023-12-22,Premium,999,South,Organic,Active,12,,,2023-12
CUST02118,2023-10-10,Basic,299,East,Organic,Active,14,,,2023-10
CUST02119,2024-02-03,Premium,999,South,Referral,Active,11,,,2024-02
CUST02120,2024-04-06,Basic,299,South,Referral,Churned,3,2024-07-05,Not using enough,2024-04
CUST02121,2023-09-19,Standard,599,West,Referral,Active,15,,,2023-09
CUST02122,2024-04-19,Basic,299,West,Paid Ads,Active,8,,,2024-04
CUST02123,2024-10-05,Basic,299,East,Referral,Active,2,,,2024-10
CUST02124,2024-03-19,Standard,599,West,Organic,Active,9,,,2024-03
CUST02125,2023-10-12,Standard,599,South,Social Media,Churned,12,2024-10-06,Poor support experience,2023-10
CUST02126,2024-03-20,Standard,599,South,Organic,Active,9,,,2024-03
CUST02127,2024-10-17,Basic,299,North,Organic,Active,2,,,2024-10
CUST02128,2024-02-29,Standard,599,East,Paid Ads,Churned,8,2024-10-26,Poor support experience,2024-02
CUST02129,2024-10-04,Basic,299,South,Organic,Churned,1,2024-11-03,Missing features,2024-10
CUST02130,2024-10-09,Premium,999,North,Paid Ads,Churned,2,2024-12-08,Price too high,2024-10
CUST02131,2024-03-25,Standard,599,East,Referral,Active,9,,,2024-03
CUST02132,2023-07-16,Basic,299,North,Paid Ads,Churned,8,2024-03-12,Not using enough,2023-07
CUST02133,2023-10-23,Basic,299,North,Organic,Churned,9,2024-07-19,Price too high,2023-10
CUST02134,2024-05-09,Standard,599,West,Organic,Active,7,,,2024-05
CUST02135,2023-01-08,Basic,299,West,Organic,Churned,11,2023-12-04,Missing features,2023-01
CUST02136,2023-09-15,Standard,599,North,Referral,Churned,14,2024-11-08,Found alternative,2023-09
CUST02137,2024-10-20,Basic,299,West,Paid Ads,Active,2,,,2024-10
CUST02138,2023-03-25,Basic,299,East,Paid Ads,Churned,2,2023-05-24,Price too high,2023-03
CUST02139,2023-07-22,Basic,299,South,Organic,Churned,10,2024-05-17,Not using enough,2023-07
CUST02140,2023-12-18,Premium,999,West,Referral,Churned,2,2024-02-16,Price too high,2023-12
CUST02141,2024-05-05,Standard,599,West,Paid Ads,Active,8,,,2024-05
CUST02142,2024-06-08,Premium,999,South,Organic,Active,6,,,2024-06
CUST02143,2024-09-09,Standard,599,North,Social Media,Active,3,,,2024-09
CUST02144,2024-10-04,Basic,299,North,Organic,Active,2,,,2024-10
CUST02145,2023-02-20,Basic,299,North,Social Media,Churned,4,2023-06-20,Found alternative,2023-02
CUST02146,2024-01-31,Basic,299,South,Organic,Churned,8,2024-09-27,Poor support experience,2024-01
CUST02147,2023-05-23,Basic,299,South,Referral,Active,19,,,2023-05
CUST02148,2023-12-24,Standard,599,East,Paid Ads,Active,12,,,2023-12
CUST02149,2024-09-29,Standard,599,North,Organic,Churned,3,2024-12-28,Technical issues,2024-09
CUST02150,2023-09-09,Standard,599,North,Organic,Active,15,,,2023-09
CUST02151,2024-11-25,Standard,599,West,Referral,Active,1,,,2024-11
CUST02152,2023-04-11,Standard,599,West,Paid Ads,Churned,10,2024-02-05,Price too high,2023-04
CUST02153,2023-02-11,Basic,299,East,Organic,Churned,2,2023-04-12,Not using enough,2023-02
CUST02154,2023-11-26,Standard,599,South,Paid Ads,Churned,12,2024-11-20,Found alternative,2023-11
CUST02155,2023-07-03,Premium,999,West,Organic,Churned,13,2024-07-27,Missing features,2023-07
CUST02156,2023-06-29,Standard,599,South,Organic,Active,18,,,2023-06
CUST02157,2023-10-05,Standard,599,West,Social Media,Churned,2,2023-12-04,Technical issues,2023-10
CUST02158,2024-09-20,Basic,299,South,Organic,Active,3,,,2024-09
CUST02159,2023-11-12,Premium,999,South,Organic,Active,13,,,2023-11
CUST02160,2024-03-13,Premium,999,West,Organic,Active,9,,,2024-03
CUST02161,2024-02-20,Standard,599,West,Paid Ads,Churned,1,2024-03-21,Found alternative,2024-02
CUST02162,2023-03-28,Standard,599,North,Organic,Churned,2,2023-05-27,Found alternative,2023-03
CUST02163,2023-07-23,Premium,999,North,Organic,Churned,3,2023-10-21,Technical issues,2023-07
CUST02164,2023-11-10,Standard,599,West,Paid Ads,Churned,8,2024-07-07,Price too high,2023-11
CUST02165,2023-12-12,Standard,599,East,Social Media,Active,12,,,2023-12
CUST02166,2023-10-16,Standard,599,West,Organic,Churned,5,2024-03-14,Found alternative,2023-10
CUST02167,2023-10-03,Basic,299,West,Paid Ads,Churned,7,2024-04-30,Found alternative,2023-10
CUST02168,2023-07-12,Premium,999,South,Organic,Active,17,,,2023-07
CUST02169,2023-04-14,Premium,999,South,Organic,Churned,11,2024-03-09,Price too high,2023-04
CUST02170,2024-08-01,Standard,599,West,Referral,Churned,1,2024-08-31,Not using enough,2024-08
CUST02171,2023-07-28,Basic,299,South,Organic,Active,17,,,2023-07
CUST02172,2023-05-16,Basic,299,West,Referral,Churned,15,2024-08-08,Price too high,2023-05
CUST02173,2024-04-02,Premium,999,West,Organic,Active,9,,,2024-04
CUST02174,2023-06-13,Basic,299,East,Organic,Active,18,,,2023-06
CUST02175,2024-08-25,Standard,599,West,Paid Ads,Active,4,,,2024-08
CUST02176,2024-10-16,Standard,599,North,Paid Ads,Active,2,,,2024-10
CUST02177,2023-06-04,Standard,599,West,Paid Ads,Active,19,,,2023-06
CUST02178,2023-07-26,Standard,599,North,Organic,Active,17,,,2023-07
CUST02179,2024-11-16,Standard,599,North,Organic,Active,1,,,2024-11
CUST02180,2024-10-09,Basic,299,South,Organic,Active,2,,,2024-10
CUST02181,2024-09-20,Premium,999,West,Organic,Active,3,,,2024-09
CUST02182,2023-09-15,Standard,599,East,Social Media,Churned,13,2024-10-09,Found alternative,2023-09
CUST02183,2024-07-21,Standard,599,East,Referral,Active,5,,,2024-07
CUST02184,2023-11-30,Basic,299,South,Organic,Churned,13,2024-12-24,Not using enough,2023-11
CUST02185,2023-04-08,Basic,299,South,Paid Ads,Churned,4,2023-08-06,Missing features,2023-04
CUST02186,2024-09-01,Standard,599,North,Social Media,Churned,3,2024-11-30,Poor support experience,2024-09
CUST02187,2023-03-10,Basic,299,South,Paid Ads,Churned,22,2024-12-29,Price too high,2023-03
CUST02188,2024-01-02,Standard,599,North,Paid Ads,Churned,10,2024-10-28,Price too high,2024-01
CUST02189,2023-08-03,Standard,599,South,Organic,Active,17,,,2023-08
CUST02190,2024-05-25,Standard,599,West,Referral,Active,7,,,2024-05
CUST02191,2023-09-21,Standard,599,South,Referral,Churned,2,2023-11-20,Missing features,2023-09
CUST02192,2023-01-24,Standard,599,South,Referral,Active,23,,,2023-01
CUST02193,2024-11-11,Basic,299,North,Organic,Active,1,,,2024-11
CUST02194,2023-09-13,Standard,599,North,Referral,Active,15,,,2023-09
CUST02195,2024-08-02,Basic,299,South,Organic,Active,5,,,2024-08
CUST02196,2023-12-12,Standard,599,West,Organic,Churned,1,2024-01-11,Price too high,2023-12
CUST02197,2023-12-06,Premium,999,South,Referral,Active,13,,,2023-12
CUST02198,2024-02-18,Premium,999,South,Social Media,Active,10,,,2024-02
CUST02199,2023-02-20,Basic,299,West,Social Media,Churned,3,2023-05-21,Not using enough,2023-02
CUST02200,2024-09-09,Standard,599,West,Paid Ads,Active,3,,,2024-09
CUST02201,2024-07-25,Basic,299,North,Paid Ads,Churned,4,2024-11-22,Poor support experience,2024-07
CUST02202,2023-02-16,Basic,299,West,Social Media,Churned,13,2024-03-12,Price too high,2023-02
CUST02203,2023-11-18,Basic,299,North,Paid Ads,Active,13,,,2023-11
CUST02204,2024-03-14,Basic,299,South,Referral,Churned,6,2024-09-10,Not using enough,2024-03
CUST02205,2023-08-05,Standard,599,South,Paid Ads,Churned,2,2023-10-04,Poor support experience,2023-08
CUST02206,2024-10-15,Standard,599,South,Referral,Active,2,,,2024-10
CUST02207,2023-09-05,Premium,999,North,Paid Ads,Active,16,,,2023-09
CUST02208,2023-03-29,Standard,599,West,Referral,Churned,3,2023-06-27,Found alternative,2023-03
CUST02209,2024-03-30,Basic,299,South,Organic,Active,9,,,2024-03
CUST02210,2024-08-01,Basic,299,West,Organic,Churned,2,2024-09-30,Poor support experience,2024-08
CUST02211,2023-09-25,Basic,299,East,Organic,Active,15,,,2023-09
CUST02212,2024-09-14,Premium,999,West,Referral,Active,3,,,2024-09
CUST02213,2023-05-22,Premium,999,North,Paid Ads,Active,19,,,2023-05
CUST02214,2023-02-05,Basic,299,West,Referral,Churned,23,2024-12-26,Found alternative,2023-02
CUST02215,2023-03-02,Basic,299,East,Referral,Churned,6,2023-08-29,Found alternative,2023-03
CUST02216,2024-10-09,Basic,299,North,Social Media,Active,2,,,2024-10
CUST02217,2023-09-27,Standard,599,West,Organic,Active,15,,,2023-09
CUST02218,2024-05-27,Basic,299,West,Organic,Churned,4,2024-09-24,Price too high,2024-05
CUST02219,2023-07-17,Premium,999,South,Organic,Active,17,,,2023-07
CUST02220,2023-11-21,Standard,599,South,Referral,Churned,6,2024-05-19,Poor support experience,2023-11
CUST02221,2024-08-21,Premium,999,West,Paid Ads,Active,4,,,2024-08
CUST02222,2024-05-10,Basic,299,West,Organic,Churned,5,2024-10-07,Missing features,2024-05
CUST02223,2024-05-18,Standard,599,West,Paid Ads,Active,7,,,2024-05
CUST02224,2024-03-18,Premium,999,West,Paid Ads,Active,9,,,2024-03
CUST02225,2024-08-16,Basic,299,East,Paid Ads,Active,4,,,2024-08
CUST02226,2023-03-05,Basic,299,North,Organic,Churned,19,2024-09-25,Not using enough,2023-03
CUST02227,2024-09-30,Premium,999,South,Organic,Active,3,,,2024-09
CUST02228,2023-02-27,Standard,599,South,Social Media,Active,22,,,2023-02
CUST02229,2023-05-22,Standard,599,East,Referral,Churned,10,2024-03-17,Poor support experience,2023-05
CUST02230,2024-03-16,Basic,299,North,Organic,Active,9,,,2024-03
CUST02231,2023-03-05,Basic,299,East,Paid Ads,Churned,8,2023-10-31,Price too high,2023-03
CUST02232,2023-02-28,Basic,299,West,Organic,Active,22,,,2023-02
CUST02233,2023-11-15,Basic,299,West,Social Media,Churned,7,2024-06-12,Found alternative,2023-11
CUST02234,2024-09-14,Basic,299,North,Social Media,Churned,3,2024-12-13,Found alternative,2024-09
CUST02235,2023-11-03,Standard,599,South,Referral,Churned,4,2024-03-02,Not using enough,2023-11
CUST02236,2024-09-18,Standard,599,West,Paid Ads,Churned,1,2024-10-18,Not using enough,2024-09
CUST02237,2023-03-10,Basic,299,East,Organic,Active,22,,,2023-03
CUST02238,2024-02-28,Standard,599,East,Organic,Active,10,,,2024-02
CUST02239,2023-04-23,Basic,299,South,Referral,Active,20,,,2023-04
CUST02240,2024-10-18,Basic,299,North,Social Media,Churned,2,2024-12-17,Not using enough,2024-10
CUST02241,2024-11-11,Standard,599,South,Social Media,Active,1,,,2024-11
CUST02242,2023-01-08,Basic,299,West,Paid Ads,Churned,2,2023-03-09,Price too high,2023-01
CUST02243,2023-08-27,Premium,999,West,Organic,Churned,8,2024-04-23,Not using enough,2023-08
CUST02244,2023-02-04,Premium,999,South,Paid Ads,Churned,16,2024-05-29,Price too high,2023-02
CUST02245,2024-11-13,Basic,299,North,Referral,Active,1,,,2024-11
CUST02246,2023-05-15,Standard,599,South,Social Media,Active,19,,,2023-05
CUST02247,2024-02-01,Standard,599,North,Organic,Churned,11,2024-12-27,Price too high,2024-02
CUST02248,2024-02-14,Basic,299,North,Paid Ads,Churned,3,2024-05-14,Found alternative,2024-02
CUST02249,2024-07-03,Premium,999,South,Referral,Active,6,,,2024-07
CUST02250,2024-05-29,Basic,299,South,Paid Ads,Active,7,,,2024-05
CUST02251,2023-01-22,Basic,299,North,Organic,Churned,20,2024-09-13,Price too high,2023-01
